id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Astrocyte|Astrocyte	Astrocyte|Microglia	Astrocyte|Neuron	Astrocyte|Oligodendrocyte	Microglia|Astrocyte	Microglia|Microglia	Microglia|Neuron	Microglia|Oligodendrocyte	Neuron|Astrocyte	Neuron|Microglia	Neuron|Neuron	Neuron|Oligodendrocyte	Oligodendrocyte|Astrocyte	Oligodendrocyte|Microglia	Oligodendrocyte|Neuron	Oligodendrocyte|Oligodendrocyte
CPI-CS0D33FF37B	Epinephrine_byPNMT_ADRA1B	complex:Epinephrine_byPNMT	simple:P35368		ADRA1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	0.004	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.004	0.003	0.002	0.002	0.004	0.002	0.001	0.001
CPI-CS0C22FCA29	Adrenaline_byPNMT_and_SLC18A2_ADRA1D	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P25100		ADRA1D	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.001
CPI-CS0A5499A2C	Epinephrine_byPNMT_ADRA1D	complex:Epinephrine_byPNMT	simple:P25100		ADRA1D	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.001
CPI-CS00979A178	Adrenaline_byPNMT_and_SLC18A2_ADRA2A	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P08913		ADRA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	0.002	0.0	0.01	0.002	0.0	0.0	0.0	0.0	0.003	0.001	0.011	0.003	0.002	0.001	0.01	0.002
CPI-CS0AB9AD0C3	Epinephrine_byPNMT_ADRA2A	complex:Epinephrine_byPNMT	simple:P08913		ADRA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	0.002	0.0	0.01	0.002	0.0	0.0	0.0	0.0	0.003	0.001	0.011	0.003	0.002	0.001	0.01	0.002
CPI-CS0CCD9D09E	Adrenaline_byPNMT_and_SLC18A2_ADRA2B	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P18089		ADRA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001
CPI-CS07947C107	Epinephrine_byPNMT_ADRA2B	complex:Epinephrine_byPNMT	simple:P18089		ADRA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001
CPI-CS0E52EA029	Adrenaline_byPNMT_and_SLC18A2_ADRA2C	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P18825		ADRA2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.004	0.001	0.003	0.002	0.003	0.001	0.002	0.002
CPI-CS0D4E32D9D	Epinephrine_byPNMT_ADRA2C	complex:Epinephrine_byPNMT	simple:P18825		ADRA2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.004	0.001	0.003	0.002	0.003	0.001	0.002	0.002
CPI-CS08E4B4F26	Adrenaline_byPNMT_and_SLC18A2_ADRB1	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P08588		ADRB1	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	0.015	0.003	0.001	0.001	0.0	0.0	0.0	0.0	0.016	0.004	0.001	0.002	0.015	0.003	0.001	0.001
CPI-CS043102EAA	Epinephrine_byPNMT_ADRB1	complex:Epinephrine_byPNMT	simple:P08588		ADRB1	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	0.015	0.003	0.001	0.001	0.0	0.0	0.0	0.0	0.016	0.004	0.001	0.002	0.015	0.003	0.001	0.001
CPI-CS09B74556F	Adrenaline_byPNMT_and_SLC18A2_ADRB2	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P07550		ADRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	0.002	0.019	0.002	0.0	0.0	0.0	0.0	0.0	0.003	0.02	0.003	0.001	0.002	0.019	0.003	0.001
CPI-CS09918B680	Epinephrine_byPNMT_ADRB2	complex:Epinephrine_byPNMT	simple:P07550		ADRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	0.002	0.019	0.002	0.0	0.0	0.0	0.0	0.0	0.003	0.02	0.003	0.001	0.002	0.019	0.003	0.001
CPI-CS046C11B05	Adrenaline_byPNMT_and_SLC18A2_ADRB3	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P13945		ADRB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001
CPI-CS09342A843	Epinephrine_byPNMT_ADRB3	complex:Epinephrine_byPNMT	simple:P13945		ADRB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001
CPI-SC063148F3A	ADM_RAMP3_complex	simple:P35318	complex:RAMP3_complex	ADM		True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenomedullin	0.162	0.0	0.161	0.0	0.074	0.0	0.073	0.0	0.059	0.0	0.059	0.0	0.094	0.0	0.093	0.0
CPI-SC0C396EE2C	ADM2_RAMP3_complex	simple:Q7Z4H4	complex:RAMP3_complex	ADM2		True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenomedullin	0.008	0.0	0.007	0.0	0.002	0.0	0.001	0.0	0.006	0.0	0.006	0.0	0.003	0.0	0.002	0.0
CPI-SS0D2FABC4A	ADM_RAMP3	simple:P35318	simple:O60896	ADM	RAMP3	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenomedullin	0.162	0.0	0.161	0.0	0.074	0.0	0.074	0.0	0.059	0.0	0.059	0.0	0.094	0.0	0.093	0.0
CPI-SC01AD532CA	ADM2_RAMP2_complex	simple:Q7Z4H4	complex:RAMP2_complex	ADM2		True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenomedullin	0.017	0.007	0.008	0.032	0.011	0.001	0.002	0.026	0.015	0.006	0.007	0.03	0.012	0.002	0.004	0.027
CPI-SS019ABECEC	ASIP_MC1R	simple:P42127	simple:Q01726	ASIP	MC1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Agouti-related protein	0.006	0.003	0.007	0.006	0.012	0.01	0.014	0.012	0.006	0.003	0.007	0.005	0.006	0.003	0.007	0.005
CPI-SC0AD2CE0A8	AGRN_LRP4_MUSK_complex	simple:O00468	complex:LRP4_MUSK_complex	AGRN		True	False	True	curated	False	Ligand-Receptor	Signaling by Agrin	0.037	0.0	0.037	0.037	0.014	0.0	0.014	0.014	0.039	0.0	0.038	0.038	0.044	0.0	0.044	0.044
CPI-SS0593F278B	AGRN_PTPRS	simple:O00468	simple:Q13332	AGRN	PTPRS	True	False	True	curated	False	Ligand-Receptor	Signaling by Agrin	0.085	0.04	0.102	0.117	0.061	0.016	0.079	0.093	0.086	0.041	0.103	0.118	0.091	0.046	0.109	0.123
CPI-SS023656B4B	LRRC4B_PTPRS	simple:Q9NT99	simple:Q13332	LRRC4B	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.18	0.135	0.198	0.212	0.059	0.013	0.076	0.09	0.11	0.065	0.128	0.142	0.151	0.105	0.168	0.182
CPI-SS064D15A83	LRFN4_PTPRS	simple:Q6PJG9	simple:Q13332	LRFN4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.095	0.05	0.113	0.127	0.07	0.024	0.087	0.101	0.096	0.051	0.113	0.128	0.097	0.051	0.114	0.128
CPI-SS0DCD351AD	LRFN5_PTPRS	simple:Q96NI6	simple:Q13332	LRFN5	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.087	0.042	0.105	0.119	0.049	0.004	0.067	0.081	0.058	0.012	0.075	0.089	0.079	0.034	0.097	0.111
CPI-SS08968FFAE	LRRTM4_PTPRS	simple:Q86VH4	simple:Q13332	LRRTM4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.111	0.066	0.129	0.143	0.05	0.004	0.067	0.081	0.101	0.055	0.118	0.133	0.1	0.054	0.117	0.131
CPI-SS000DBE90D	SLITRK1_PTPRS	simple:Q96PX8	simple:Q13332	SLITRK1	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.053	0.007	0.07	0.084	0.052	0.007	0.07	0.084	0.099	0.054	0.117	0.131	0.083	0.038	0.101	0.115
CPI-SS09ABD133A	SLITRK2_PTPRS	simple:Q9H156	simple:Q13332	SLITRK2	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.286	0.24	0.303	0.317	0.06	0.014	0.077	0.091	0.071	0.026	0.089	0.103	0.18	0.134	0.197	0.211
CPI-SS0EEF491E3	SLITRK4_PTPRS	simple:Q8IW52	simple:Q13332	SLITRK4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.067	0.022	0.085	0.099	0.063	0.018	0.081	0.095	0.079	0.033	0.096	0.11	0.071	0.025	0.088	0.102
CPI-SS05F136AA2	SLITRK5_PTPRS	simple:O94991	simple:Q13332	SLITRK5	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.104	0.059	0.121	0.136	0.05	0.004	0.067	0.081	0.053	0.008	0.071	0.085	0.08	0.035	0.098	0.112
CPI-SS0FAD26C76	SLITRK6_PTPRS	simple:Q9H5Y7	simple:Q13332	SLITRK6	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.049	0.004	0.067	0.081	0.0	0.0	0.0	0.0	0.053	0.007	0.07	0.084	0.048	0.003	0.066	0.08
CPI-SS00D9A2FD0	IAPP_CALCR	simple:P10997	simple:P30988	IAPP	CALCR	True	False	True	curated	False	Ligand-Receptor	Signaling by Amylin	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS015B2F961	CALCA_CALCR	simple:P01258	simple:P30988	CALCA	CALCR	True	False	True	curated	False	Ligand-Receptor	Signaling by Calcitonin	0.0	0.003	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.002	0.0	0.0
CPI-SS07CF0C6E7	CALCB_CALCR	simple:P10092	simple:P30988	CALCB	CALCR	True	False	True	curated	False	Ligand-Receptor	Signaling by Calcitonin	0.0	0.004	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0	0.0
CPI-SC0980A6E6B	IAPP_AMY1_receptor	simple:P10997	complex:AMY1_receptor	IAPP		True	False	True	curated	False	Ligand-Receptor	Signaling by Amylin	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC04ADD5A88	IAPP_AMY2_receptor	simple:P10997	complex:AMY2_receptor	IAPP		True	False	True	curated	False	Ligand-Receptor	Signaling by Amylin	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0CE7302FB	IAPP_AMY3_receptor	simple:P10997	complex:AMY3_receptor	IAPP		True	False	True	curated	False	Ligand-Receptor	Signaling by Amylin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS080C81D37	APP_CD74	simple:P05067	simple:P04233	APP	CD74	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.441	1.611	0.441	0.439	0.116	1.287	0.117	0.114	0.243	1.414	0.244	0.241	0.298	1.469	0.299	0.296
CPI-SS0CB6F5575	APP_PLXNA4	simple:P05067	simple:Q9HCM2	APP	PLXNA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.45	0.445	0.489	0.51	0.126	0.121	0.165	0.185	0.253	0.248	0.292	0.312	0.308	0.303	0.347	0.367
CPI-SS0DF830287	APLP2_PLXNA4	simple:Q06481	simple:Q9HCM2	APLP2	PLXNA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-like protein	0.625	0.62	0.664	0.685	0.62	0.615	0.659	0.679	0.284	0.278	0.322	0.343	0.397	0.392	0.436	0.456
CPI-SS07ACDDCD6	APP_SORL1	simple:P05067	simple:Q92673	APP	SORL1	True	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.572	0.543	0.492	0.493	0.248	0.219	0.167	0.169	0.375	0.346	0.294	0.296	0.43	0.401	0.349	0.351
CPI-SS097A84265	APP_TNFRSF21	simple:P05067	simple:O75509	APP	TNFRSF21	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.446	0.528	0.45	0.509	0.121	0.203	0.126	0.185	0.248	0.33	0.253	0.312	0.303	0.385	0.308	0.367
CPI-SS012E7C8B8	PI16_TNFRSF21	simple:Q6UXB8	simple:O75509	PI16	TNFRSF21	True	False	True	curated	False	Ligand-Receptor		0.019	0.101	0.024	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.095	0.018	0.077
CPI-SC0E89A4EF0	APP_TREM2_receptor	simple:P05067	complex:TREM2_receptor	APP		False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.433	0.764	0.434	0.434	0.108	0.44	0.109	0.109	0.235	0.567	0.236	0.236	0.29	0.622	0.291	0.291
CPI-SC0FE3CE9D1	APOA1_TREM2_receptor	simple:P02647	complex:TREM2_receptor	APOA1		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.001	0.332	0.002	0.002	0.0	0.332	0.001	0.001	0.001	0.332	0.002	0.002	0.002	0.333	0.002	0.002
CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.652	0.983	0.652	0.652	1.414	1.745	1.415	1.415	0.048	0.379	0.049	0.049	0.053	0.384	0.054	0.054
CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		True	False	True	curated	False	Ligand-Receptor		1.106	1.437	1.107	1.107	0.062	0.393	0.063	0.063	0.164	0.495	0.165	0.165	0.174	0.505	0.175	0.175
CPI-SS0CBCF26F8	APLP2_PIGR	simple:Q06481	simple:P01833	APLP2	PIGR	True	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-like protein	0.0	0.612	0.608	0.0	0.0	0.607	0.602	0.0	0.0	0.27	0.266	0.0	0.0	0.384	0.379	0.0
CPI-CS012A5546C	Desoxycorticosterone_byCYP21A2_NR3C2	complex:Desoxycorticosterone_byCYP21A2	simple:P08235		NR3C2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.031	0.008	0.015	0.012	0.0	0.0	0.0	0.0	0.032	0.008	0.015	0.012	0.03	0.006	0.013	0.01
CPI-CS0EC7F7C75	Dihydrotestosterone_bySRD5A1_AR	complex:Dihydrotestosterone_bySRD5A1	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.192	0.06	0.091	0.195	0.157	0.025	0.056	0.16	0.172	0.041	0.071	0.175	0.179	0.048	0.078	0.183
CPI-CS0D228AF4D	Dihydrotestosterone_bySRD5A2_AR	complex:Dihydrotestosterone_bySRD5A2	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136	0.005	0.035	0.139	0.0	0.0	0.0	0.0
CPI-CS039E9FE7F	Dihydrotestosterone_bySRD5A3_AR	complex:Dihydrotestosterone_bySRD5A3	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.151	0.02	0.05	0.155	0.205	0.074	0.104	0.208	0.144	0.012	0.043	0.147	0.15	0.018	0.049	0.153
CPI-CS0D5502736	Androstenedione_byCYP17A1_AR	complex:Androstenedione_byCYP17A1	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.136	0.005	0.035	0.14	0.136	0.004	0.035	0.139	0.136	0.005	0.035	0.139	0.136	0.005	0.035	0.14
CPI-CS0BE6576AD	Testosterone_byHSD17B12_AR	complex:Testosterone_byHSD17B12	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.545	0.414	0.444	0.549	0.335	0.204	0.235	0.339	0.228	0.097	0.127	0.232	0.331	0.2	0.23	0.335
CPI-CS0787D04B3	Testosterone_byAKR1D1_AR	complex:Testosterone_byAKR1D1	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.0	0.0	0.0	0.136	0.004	0.035	0.139	0.136	0.004	0.035	0.139	0.0	0.0	0.0	0.0
CPI-CS01DAEDE79	Calcitriol_byCYP27B1_VDR	complex:Calcitriol_byCYP27B1	simple:P11473		VDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.001	0.009	0.001	0.001	0.001	0.009	0.001	0.001	0.001	0.01	0.002	0.001	0.001	0.01	0.002	0.001
CPI-CS029C8858F	Estradiol_byCYP19A1_ESR1	complex:Estradiol_byCYP19A1	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.001	0.003	0.002	0.004	0.001	0.003	0.002	0.004	0.001	0.003	0.002	0.004	0.001	0.003	0.002	0.004
CPI-CS09B8977D7	Dehydroepiandrosterone_bySTS_ESR1	complex:Dehydroepiandrosterone_bySTS	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	0.014	0.016	0.015	0.017	0.129	0.131	0.13	0.132	0.023	0.025	0.025	0.026	0.011	0.013	0.012	0.014
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	0.014	0.016	0.015	0.017	0.003	0.004	0.004	0.005	0.017	0.018	0.018	0.019	0.01	0.012	0.011	0.013
CPI-CS0B87D36A1	Estradiol_byCYP19A1_ESR2	complex:Estradiol_byCYP19A1	simple:Q92731		ESR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.002	0.002	0.006	0.008	0.002	0.002	0.006	0.008	0.002	0.002	0.006	0.008	0.002	0.002	0.006	0.007
CPI-CS0A04F7238	Estradiol_byHSD17B1_ESR2	complex:Estradiol_byHSD17B1	simple:Q92731		ESR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	0.015	0.015	0.019	0.021	0.003	0.004	0.008	0.009	0.017	0.018	0.022	0.023	0.011	0.011	0.015	0.017
CPI-CS0DAC88EFA	Estradiol_byCYP19A1_GPER1	complex:Estradiol_byCYP19A1	simple:Q99527		GPER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.003	0.0	0.0	0.001	0.003	0.0	0.0	0.001	0.003	0.0	0.0	0.001	0.003	0.0	0.0	0.001
CPI-CS0B08AEA2D	Estradiol_byHSD17B1_GPER1	complex:Estradiol_byHSD17B1	simple:Q99527		GPER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	0.016	0.014	0.014	0.014	0.004	0.002	0.002	0.002	0.018	0.016	0.016	0.016	0.012	0.009	0.009	0.01
CPI-CS0669F64A4	Estradiol_byCYP19A1_NR1I2	complex:Estradiol_byCYP19A1	simple:O75469		NR1I2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS06A285DD6	Pregnenolone_byCYP11A1_NR1I2	complex:Pregnenolone_byCYP11A1	simple:O75469		NR1I2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS05760BB78	Dehydroepiandrosterone_bySTS_NR1I2	complex:Dehydroepiandrosterone_bySTS	simple:O75469		NR1I2	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	0.013	0.0	0.013	0.0	0.128	0.0	0.128	0.0	0.023	0.0	0.023	0.0	0.01	0.0	0.01	0.0
CPI-CS0EF401B5F	Estradiol_byHSD17B1_NR1I2	complex:Estradiol_byHSD17B1	simple:O75469		NR1I2	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	0.014	0.0	0.013	0.0	0.002	0.0	0.002	0.0	0.016	0.0	0.016	0.0	0.009	0.0	0.009	0.0
CPI-SS0DE9B07A8	ANGPT1_TEK	simple:Q15389	simple:Q02763	ANGPT1	TEK	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiopoietin	0.05	0.0	0.052	0.052	0.001	0.0	0.002	0.002	0.003	0.0	0.004	0.004	0.007	0.0	0.008	0.008
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ANGPT2	TEK	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiopoietin	0.012	0.0	0.013	0.013	0.008	0.0	0.009	0.009	0.046	0.0	0.047	0.047	0.025	0.0	0.026	0.026
CPI-SS0F739D3DB	ANXA1_FPR1	simple:P04083	simple:P21462	ANXA1	FPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Annexin	0.036	0.044	0.0	0.0	0.289	0.297	0.0	0.0	0.034	0.042	0.0	0.0	0.014	0.022	0.0	0.0
CPI-SS0F6EC6E44	TAFA4_FPR1	simple:Q96LR4	simple:P21462	TAFA4	FPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by TAFA	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06CCF5A54	ANXA1_FPR3	simple:P04083	simple:P25089	ANXA1	FPR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Annexin	0.036	0.093	0.036	0.0	0.29	0.346	0.289	0.0	0.035	0.091	0.034	0.0	0.014	0.071	0.014	0.0
CPI-SS0EEECE1C4	HEBP1_FPR3	simple:Q9NRV9	simple:P25089	HEBP1	FPR3	False	False	True	curated	False	Ligand-Receptor		0.09	0.147	0.09	0.0	0.101	0.158	0.101	0.0	0.017	0.074	0.017	0.0	0.023	0.079	0.022	0.0
CPI-SS015B29D3F	APOA1_ABCA1	simple:P02647	simple:O95477	APOA1	ABCA1	True	False	False	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.171	0.632	0.236	0.13	0.171	0.632	0.236	0.129	0.171	0.633	0.236	0.13	0.172	0.633	0.237	0.13
CPI-SC06DAC3119	APOA1_CUBN_AMN_complex	simple:P02647	complex:CUBN_AMN_complex	APOA1		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.002	0.001	0.003	0.002	0.002	0.001	0.003	0.002	0.002	0.001	0.003	0.002	0.003	0.002	0.004	0.003
CPI-CS03629A52A	2arachidonoylglycerol_byDAGLA_CNR1	complex:2arachidonoylglycerol_byDAGLA	simple:P21554		CNR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.1	0.025	0.083	0.041	0.097	0.023	0.081	0.039	0.093	0.019	0.077	0.035	0.099	0.024	0.082	0.04
CPI-CS007D418BE	2arachidonoylglycerol_byDAGLB_CNR1	complex:2arachidonoylglycerol_byDAGLB	simple:P21554		CNR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.102	0.028	0.086	0.044	0.15	0.076	0.134	0.092	0.113	0.038	0.096	0.054	0.116	0.041	0.099	0.057
CPI-CS0C6F86DF5	2arachidonoylglycerol_byDAGLA_CNR2	complex:2arachidonoylglycerol_byDAGLA	simple:P34972		CNR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.015	0.071	0.015	0.014	0.012	0.068	0.012	0.012	0.008	0.064	0.008	0.008	0.013	0.069	0.013	0.013
CPI-CS030959ED1	2arachidonoylglycerol_byDAGLB_CNR2	complex:2arachidonoylglycerol_byDAGLB	simple:P34972		CNR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.017	0.073	0.017	0.017	0.065	0.121	0.065	0.065	0.027	0.083	0.027	0.027	0.031	0.086	0.03	0.03
CPI-SS0EDD4928A	NGF_NGFR	simple:P01138	simple:P08138	NGF	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.003	0.001	0.0	0.001	0.003
CPI-SS0E4E83C2E	BDNF_NGFR	simple:P23560	simple:P08138	BDNF	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.002	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.002	0.002	0.0	0.002	0.003
CPI-SS0AA76E0E4	NTF4_NGFR	simple:P34130	simple:P08138	NTF4	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	0.001	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.002	0.0	0.0	0.0	0.0
CPI-SS081A36E07	CD80_NGFR	simple:P33681	simple:P08138	CD80	NGFR	False	True	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.005	0.0	0.004	0.006	0.0	0.0	0.0	0.002	0.001	0.0	0.001	0.002
CPI-SS0DD9B3D49	NGF_SORT1	simple:P01138	simple:Q99523	NGF	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	0.166	0.136	0.072	0.167	0.0	0.0	0.0	0.0	0.168	0.137	0.073	0.168	0.167	0.136	0.072	0.167
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	BDNF	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.167	0.137	0.073	0.168	0.0	0.0	0.0	0.0	0.166	0.136	0.072	0.167	0.167	0.137	0.073	0.168
CPI-SS0A437E174	NTS_SORT1	simple:P30990	simple:Q99523	NTS	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotensin	0.167	0.136	0.072	0.167	0.0	0.0	0.0	0.0	0.167	0.136	0.072	0.167	0.166	0.136	0.072	0.167
CPI-SS02A53F29E	LRPAP1_SORT1	simple:P30533	simple:Q99523	LRPAP1	SORT1	False	False	True	curated	False	Ligand-Receptor		0.398	0.367	0.303	0.398	0.435	0.404	0.34	0.435	0.26	0.229	0.165	0.26	0.314	0.283	0.219	0.314
